year,Project_cde,trip_no,Adfg,Vessel,date,julian_day,Stat,Spp_cde,set,no_hooks,hooks_bare,hooks_bait,hook_invalid,hooks_sablefish,discard_status_cde,discard_status
2001,603,3,26017,IDA-JUNE,2001-08-11,223,345731,710,7,45,11,10,4,1,04,Lost
2011,603,3,60168,SEAVIEW,2011-07-29,210,345731,710,12,45,7,23,0,1,04,Lost
2003,603,1,33468,MASONIC,2003-08-05,217,345603,710,7,45,20,0,0,1,04,Lost
1999,603,1,18613,CHARLES T,1999-08-16,228,345603,710,5,74,27,16,0,1,04,Lost
2008,603,1,33468,MASONIC,2008-08-08,221,345603,710,3,45,8,4,1,1,04,Lost
1998,603,3,26017,IDA-JUNE,1998-08-18,230,345731,710,12,124,13,68,5,3,04,Lost
2015,603,3,57935,KAIA,2015-07-28,209,345701,710,13,45,5,22,1,1,04,Lost
2007,603,1,33468,MASONIC,2007-08-09,221,345631,710,13,44,16,10,0,1,04,Lost
2012,603,1,33468,MASONIC,2012-07-28,210,345603,710,10,46,12,4,0,2,04,Lost
2004,603,1,33468,MASONIC,2004-08-06,219,345603,710,2,44,14,0,0,2,04,Lost
2015,603,3,57935,KAIA,2015-07-28,209,345701,710,13,48,10,17,5,2,04,Lost
2003,603,2,26017,IDA JUNE,2003-08-07,219,345631,710,11,45,17,8,1,1,04,Lost
2014,603,1,33468,MASONIC,2014-08-06,218,345603,710,14,45,11,21,0,1,04,Lost
2015,603,2,14796,MAGIA,2015-07-28,209,345701,710,11,43,5,21,0,1,04,Lost
2003,603,2,26017,IDA JUNE,2003-08-07,219,345631,710,12,31,14,6,1,1,04,Lost
2005,603,1,33468,MASONIC,2005-07-31,212,345631,710,9,46,4,18,0,1,04,Lost
2008,603,1,33468,MASONIC,2008-08-09,222,345603,710,6,43,8,9,0,1,04,Lost
2008,603,3,60168,SEA VIEW,2008-08-08,221,345731,710,6,45,1,30,1,1,04,Lost
2009,603,1,50842,SHERRIE MARIE,2009-08-01,213,345631,710,8,45,23,9,4,2,04,Lost
2012,603,1,33468,MASONIC,2012-07-28,210,345603,710,8,45,21,2,0,1,04,Lost
2017,603,2,57935,Kaia,2017-08-04,216,345701,710,11,45,1,11,2,3,04,Lost
2012,603,1,33468,MASONIC,2012-07-28,210,345603,710,8,44,17,3,5,1,04,Lost
2005,603,2,18613,CHARLES T,2005-07-28,209,345631,710,2,45,16,2,0,1,04,Lost
2015,603,2,14796,MAGIA,2015-07-29,210,345701,710,15,42,7,19,0,1,04,Lost
2002,603,1,26017,IDA JUNE,2002-08-14,226,345631,710,2,45,10,15,0,1,04,Lost
2005,603,1,33468,MASONIC,2005-07-28,209,345603,710,1,41,9,5,0,1,04,Lost
2013,603,3,57935,KAIA,2013-07-31,212,345731,710,6,44,6,14,0,1,04,Lost
2012,603,1,33468,MASONIC,2012-07-28,210,345603,710,9,45,9,4,2,2,04,Lost
2e3,603,3,26017,IDA-JUNE,2000-08-19,232,345731,710,9,45,12,10,0,1,04,Lost
2017,603,1,33468,Masonic,2017-08-05,217,345603,710,14,45,14,12,0,1,04,Lost
2008,603,1,33468,MASONIC,2008-08-08,221,345603,710,2,46,19,4,0,1,04,Lost
2005,603,3,60168,SEA VIEW,2005-08-02,214,345701,710,15,44,2,26,0,1,04,Lost
2011,603,2,57935,KAIA,2011-07-27,208,345701,710,6,44,3,22,3,1,04,Lost
2002,603,1,26017,IDA JUNE,2002-08-14,226,345631,710,4,44,11,19,0,1,04,Lost
2009,603,1,50842,SHERRIE MARIE,2009-08-01,213,345631,710,10,45,24,4,0,1,04,Lost
2012,603,3,57935,KAIA,2012-07-25,207,345731,710,3,44,12,9,0,1,04,Lost
2001,603,2,18613,CHARLES T,2001-08-12,224,345701,710,11,44,10,11,0,2,04,Lost
2001,603,3,26017,IDA-JUNE,2001-08-10,222,345731,710,3,45,14,4,0,2,04,Lost
2012,603,2,26017,IDA JUNE,2012-07-28,210,345701,710,10,45,12,20,1,2,04,Lost
2009,603,2,26017,IDA-JUNE,2009-07-30,211,345701,710,3,46,3,28,0,1,04,Lost
1999,603,1,18613,CHARLES T,1999-08-20,232,345631,710,17,75,20,22,0,1,04,Lost
2017,603,1,33468,Masonic,2017-08-01,213,345631,710,5,45,9,16,0,2,04,Lost
2011,603,2,57935,KAIA,2011-07-28,209,345701,710,9,43,4,19,0,1,04,Lost
1997,603,1,69054,KRUZOF,1997-08-07,219,345603,710,2,129,38,65,0,1,04,Lost
2016,603,2,58282,Marilyn J,2016-07-30,212,345701,710,12,45,10,9,0,1,04,Lost
2011,603,3,60168,SEAVIEW,2011-07-27,208,345731,710,8,51,3,3,17,2,04,Lost
2001,603,3,26017,IDA-JUNE,2001-08-13,225,345701,710,13,45,14,4,1,1,04,Lost
2002,603,2,18613,CHARLES T,2002-08-16,228,345701,710,8,45,13,4,0,2,04,Lost
2004,603,3,NA,ARCHANGEL,2004-08-09,222,345731,710,12,45,12,16,3,1,04,Lost
2003,603,1,33468,MASONIC,2003-08-08,220,345631,710,14,45,3,21,0,1,04,Lost
1997,603,1,69054,KRUZOF,1997-08-08,220,345603,710,3,122,58,23,0,1,04,Lost
2015,603,1,33468,MASONIC,2015-07-26,207,345631,710,7,45,12,20,0,2,04,Lost
2013,603,3,57935,KAIA,2013-07-30,211,345731,710,5,42,3,15,0,1,04,Lost
2017,603,1,33468,Masonic,2017-08-02,214,345631,710,7,45,11,24,0,2,04,Lost
2011,603,2,57935,KAIA,2011-07-28,209,345701,710,11,45,11,13,0,1,04,Lost
2011,603,2,57935,KAIA,2011-07-29,210,345701,710,12,45,14,10,0,2,04,Lost
2011,603,3,60168,SEAVIEW,2011-07-26,207,345731,710,4,45,4,12,2,1,04,Lost
2017,603,2,57935,Kaia,2017-08-04,216,345701,710,13,45,6,12,2,3,04,Lost
2012,603,1,33468,MASONIC,2012-07-29,211,345603,710,11,45,15,8,0,1,04,Lost
2003,603,1,33468,MASONIC,2003-08-03,215,345631,710,2,45,19,0,2,2,04,Lost
2003,603,3,55900,ARCHANGEL,2003-08-08,220,345731,710,14,46,3,31,0,1,04,Lost
2015,603,1,33468,MASONIC,2015-07-26,207,345603,710,8,45,0,0,33,1,04,Lost
2017,603,2,57935,Kaia,2017-08-04,216,345701,710,13,45,8,12,0,4,04,Lost
2014,603,3,57935,KAIA,2014-08-03,215,345731,710,9,44,8,13,0,1,04,Lost
2003,603,1,33468,MASONIC,2003-08-03,215,345631,710,2,45,33,0,0,2,04,Lost
2007,603,1,33468,MASONIC,2007-08-05,217,345603,710,2,45,14,17,0,1,04,Lost
1999,603,1,18613,CHARLES T,1999-08-19,231,345631,710,14,74,25,23,0,2,04,Lost
2012,603,3,57935,KAIA,2012-07-27,209,345731,710,7,44,2,17,5,1,04,Lost
1999,603,1,18613,CHARLES T,1999-08-20,232,345631,710,15,76,34,20,0,1,04,Lost
2003,603,2,26017,IDA JUNE,2003-08-04,216,345701,710,3,44,20,1,0,2,04,Lost
2010,603,1,33468,MASONIC,2010-08-04,216,345603,710,10,44,9,13,0,3,04,Lost
2006,603,1,33468,MASONIC,2006-08-03,215,345603,710,5,43,10,14,4,1,04,Lost
2013,603,3,57935,KAIA,2013-08-02,214,345701,710,14,45,3,23,0,4,04,Lost
1999,603,2,26017,IDA JUNE,1999-08-18,230,345731,710,8,107,25,30,7,2,04,Lost
1997,603,1,69054,KRUZOF,1997-08-11,223,345631,710,14,119,54,36,0,1,04,Lost
2012,603,3,57935,KAIA,2012-07-27,209,345731,710,9,46,1,29,0,1,04,Lost
2014,603,3,57935,KAIA,2014-08-03,215,345731,710,8,50,3,26,1,2,04,Lost
2018,603,3,14796,Magia,2018-08-06,218,345731,710,4,44,15,13,1,2,04,Lost
2010,603,3,60168,SEAVIEW,2010-08-02,214,345731,710,4,47,1,26,0,1,04,Lost
2008,603,2,18613,CHARLES T,2008-08-10,223,345701,710,9,43,8,20,3,1,04,Lost
2001,603,3,26017,IDA-JUNE,2001-08-13,225,345731,710,12,45,11,14,0,1,04,Lost
2017,603,2,57935,Kaia,2017-08-01,213,345631,710,4,45,6,3,0,1,04,Lost
1997,603,3,26017,IDA-JUNE,1997-08-09,221,345701,710,3,141,51,42,0,3,04,Lost
2006,603,1,33468,MASONIC,2006-08-03,215,345603,710,3,44,7,9,0,2,04,Lost
2014,603,3,57935,KAIA,2014-08-04,216,345731,710,10,47,4,27,1,2,04,Lost
2017,603,2,57935,Kaia,2017-08-04,216,345701,710,12,45,13,4,0,5,04,Lost
2011,603,1,59497,PACIFIC DAWN,2011-07-27,208,345603,710,5,40,8,7,6,1,04,Lost
2017,603,2,57935,Kaia,2017-07-31,212,345631,710,2,45,10,6,0,4,04,Lost
1999,603,2,26017,IDA JUNE,1999-08-18,230,345731,710,7,87,15,36,5,1,04,Lost
2007,603,1,33468,MASONIC,2007-08-06,218,345603,710,4,44,5,15,0,1,04,Lost
2014,603,1,33468,MASONIC,2014-08-01,213,345631,710,2,43,11,10,0,1,04,Lost
2014,603,1,33468,MASONIC,2014-08-01,213,345631,710,2,46,19,0,0,5,04,Lost
2001,603,2,18613,CHARLES T,2001-08-09,221,345631,710,5,45,14,3,1,1,04,Lost
2002,603,3,55900,ARCHANGEL,2002-08-18,230,345701,710,12,47,5,27,3,1,04,Lost
2011,603,1,59497,PACIFIC DAWN,2011-07-29,210,345631,710,12,46,11,6,0,3,04,Lost
2004,603,2,18613,CHARLES T,2004-08-08,221,345701,710,9,89,11,10,16,2,04,Lost
2008,603,1,33468,MASONIC,2008-08-09,222,345603,710,5,44,11,17,0,1,04,Lost
2010,603,1,33468,MASONIC,2010-08-05,217,345603,710,13,45,14,4,0,1,04,Lost
1999,603,2,26017,IDA JUNE,1999-08-17,229,345731,710,3,90,39,7,0,1,04,Lost
2016,603,2,58282,Marilyn J,2016-07-28,210,345701,710,7,44,6,25,0,1,04,Lost
2017,603,3,14796,Magia,2017-08-01,213,345731,710,3,45,10,13,3,2,04,Lost
2005,603,2,18613,CHARLES T,2005-07-28,209,345631,710,2,45,27,1,0,1,04,Lost
2016,603,3,57935,Kaia,2016-07-26,208,345731,710,2,43,7,16,1,1,04,Lost
2008,603,3,60168,SEA VIEW,2008-08-08,221,345731,710,4,45,8,14,0,1,04,Lost
2001,603,1,20190,SYLVIA,2001-08-13,225,345603,710,14,34,11,10,0,1,04,Lost
1999,603,2,26017,IDA JUNE,1999-08-16,228,345731,710,2,91,32,25,0,1,04,Lost
1998,603,2,18613,CHARLES T,1998-08-13,225,345631,710,2,77,28,24,0,1,04,Lost
2016,603,1,33468,Masonic,2016-07-29,211,345603,710,8,45,4,16,0,1,04,Lost
2009,603,2,26017,IDA-JUNE,2009-07-30,211,345701,710,4,45,3,18,0,1,04,Lost
2001,603,3,26017,IDA-JUNE,2001-08-09,221,345731,710,2,45,10,0,0,4,04,Lost
2015,603,3,57935,KAIA,2015-07-26,207,345731,710,8,41,4,20,2,2,04,Lost
2012,603,3,57935,KAIA,2012-07-26,208,345731,710,5,44,5,10,5,1,04,Lost
2004,603,1,33468,MASONIC,2004-08-09,222,345631,710,14,45,3,25,3,1,04,Lost
2010,603,3,60168,SEAVIEW,2010-08-01,213,345731,710,2,46,8,18,0,1,04,Lost
2001,603,2,18613,CHARLES T,2001-08-11,223,345701,710,9,44,29,1,0,1,04,Lost
2e3,603,3,26017,IDA-JUNE,2000-08-20,233,345701,710,13,45,10,4,0,2,04,Lost
2015,603,3,57935,KAIA,2015-07-26,207,345731,710,8,46,6,19,0,1,04,Lost
2009,603,2,26017,IDA-JUNE,2009-07-30,211,345701,710,5,44,5,12,3,1,04,Lost
2014,603,1,33468,MASONIC,2014-08-05,217,345603,710,13,44,12,7,0,2,04,Lost
2016,603,2,58282,Marilyn J,2016-07-28,210,345631,710,5,45,11,9,0,1,04,Lost
2e3,603,1,43565,SPIRIT,2000-08-20,233,345631,710,4,45,28,5,0,2,04,Lost
2015,603,3,57935,KAIA,2015-07-26,207,345731,710,9,46,6,30,2,1,04,Lost
2010,603,3,60168,SEAVIEW,2010-08-05,217,345701,710,13,45,6,23,0,1,04,Lost
1999,603,2,26017,IDA JUNE,1999-08-20,232,345701,710,14,115,22,45,3,4,04,Lost
2017,603,3,14796,Magia,2017-07-31,212,345731,710,1,45,7,28,1,1,04,Lost
2011,603,2,57935,KAIA,2011-07-27,208,345701,710,8,44,14,5,0,2,04,Lost
2004,603,2,18613,CHARLES T,2004-08-07,220,345701,710,6,45,11,11,2,1,04,Lost
1997,603,2,18613,CHARLES T,1997-08-11,223,345701,710,12,76,22,18,0,1,04,Lost
1999,603,2,26017,IDA JUNE,1999-08-20,232,345701,710,15,78,26,14,1,3,04,Lost
2006,603,1,33468,MASONIC,2006-08-04,216,345603,710,6,44,1,23,0,2,04,Lost
2016,603,3,57935,Kaia,2016-07-29,211,345731,710,9,45,18,17,0,1,04,Lost
2016,603,1,33468,Masonic,2016-07-27,209,345631,710,2,45,13,8,1,3,04,Lost
2e3,603,1,43565,SPIRIT,2000-08-20,233,345631,710,5,45,12,3,14,1,04,Lost
2011,603,2,57935,KAIA,2011-07-27,208,345701,710,6,42,9,13,0,1,04,Lost
2006,603,1,33468,MASONIC,2006-08-05,217,345631,710,10,45,10,8,0,3,04,Lost
2001,603,2,18613,CHARLES T,2001-08-12,224,345701,710,13,45,18,9,0,1,04,Lost
2e3,603,1,43565,SPIRIT,2000-08-20,233,345631,710,5,46,27,3,1,1,04,Lost
2017,603,2,57935,Kaia,2017-08-02,214,345701,710,7,45,12,8,2,3,04,Lost
2003,603,3,55900,ARCHANGEL,2003-08-03,215,345701,710,2,46,11,6,0,1,04,Lost
2016,603,3,57935,Kaia,2016-07-27,209,345731,710,4,42,12,14,0,1,04,Lost
2012,603,3,57935,KAIA,2012-07-29,211,345701,710,13,45,9,11,2,1,04,Lost
2001,603,3,26017,IDA-JUNE,2001-08-11,223,345731,710,8,44,15,9,0,2,04,Lost
2012,603,3,57935,KAIA,2012-07-29,211,345701,710,13,43,9,8,0,2,04,Lost
2016,603,2,58282,Marilyn J,2016-07-29,211,345701,710,9,45,11,9,0,1,04,Lost
2012,603,3,57935,KAIA,2012-07-29,211,345701,710,13,45,4,18,1,2,04,Lost
2013,603,2,33468,MASONIC,2013-07-31,212,345701,710,6,45,5,25,2,1,04,Lost
2008,603,2,18613,CHARLES T,2008-08-10,223,345701,710,8,44,13,8,0,1,04,Lost
2001,603,1,20190,SYLVIA,2001-08-12,224,345603,710,11,46,7,19,3,2,04,Lost
2014,603,3,57935,KAIA,2014-08-04,216,345731,710,10,46,5,21,3,1,04,Lost
2007,603,1,33468,MASONIC,2007-08-06,218,345603,710,3,48,10,7,16,2,04,Lost
2007,603,1,33468,MASONIC,2007-08-06,218,345603,710,3,44,23,3,0,1,04,Lost
2016,603,2,58282,Marilyn J,2016-07-28,210,345701,710,7,45,14,11,0,2,04,Lost
2006,603,1,33468,MASONIC,2006-08-06,218,345631,710,13,47,23,5,0,3,04,Lost
2001,603,1,20190,SYLVIA,2001-08-12,224,345603,710,12,62,17,32,2,1,04,Lost
2005,603,2,18613,CHARLES T,2005-07-31,212,345701,710,12,46,12,15,3,2,04,Lost
2013,603,3,57935,KAIA,2013-08-02,214,345701,710,13,44,5,11,1,1,04,Lost
2002,603,1,26017,IDA JUNE,2002-08-17,229,345603,710,13,45,1,30,0,1,04,Lost
2007,603,1,33468,MASONIC,2007-08-06,218,345603,710,3,59,20,9,18,2,04,Lost
2002,603,3,55900,ARCHANGEL,2002-08-14,226,345731,710,1,46,11,10,8,1,04,Lost
2013,603,3,57935,KAIA,2013-07-31,212,345731,710,6,50,14,12,2,1,04,Lost
2008,603,2,18613,CHARLES T,2008-08-11,224,345701,710,15,42,11,15,0,1,04,Lost
2013,603,2,33468,MASONIC,2013-08-01,213,345701,710,8,45,11,15,0,1,04,Lost
2010,603,3,60168,SEAVIEW,2010-08-03,215,345731,710,8,44,1,22,0,1,04,Lost
2006,603,2,18613,CHARLES T,2006-08-05,217,345701,710,9,45,5,21,7,1,04,Lost
1999,603,2,26017,IDA JUNE,1999-08-18,230,345731,710,8,103,42,26,1,3,04,Lost
2011,603,2,57935,KAIA,2011-07-29,210,345701,710,14,43,10,2,5,3,04,Lost
2002,603,3,55900,ARCHANGEL,2002-08-19,231,345731,710,15,45,3,17,0,2,04,Lost
2015,603,3,57935,KAIA,2015-07-25,206,345731,710,3,48,10,17,4,2,04,Lost
2002,603,3,55900,ARCHANGEL,2002-08-19,231,345731,710,15,45,3,20,0,1,04,Lost
2010,603,2,26017,IDA JUNE,2010-08-02,214,345701,710,4,45,2,30,0,1,04,Lost
2002,603,2,18613,CHARLES T,2002-08-14,226,345631,710,1,45,7,8,0,1,04,Lost
2015,603,3,57935,KAIA,2015-07-25,206,345731,710,3,48,11,15,6,1,04,Lost
2017,603,2,57935,Kaia,2017-08-01,213,345631,710,5,45,7,5,0,4,04,Lost
2002,603,2,18613,CHARLES T,2002-08-18,230,345701,710,15,45,8,13,1,1,04,Lost
2007,603,1,33468,MASONIC,2007-08-07,219,345603,710,7,46,17,10,0,1,04,Lost
2001,603,3,26017,IDA-JUNE,2001-08-12,224,345731,710,9,52,10,7,4,1,04,Lost
2017,603,2,57935,Kaia,2017-08-02,214,345701,710,6,45,7,6,1,1,04,Lost
2004,603,1,33468,MASONIC,2004-08-07,220,345603,710,5,44,18,8,0,1,04,Lost
2002,603,2,18613,CHARLES T,2002-08-15,227,345631,710,3,37,0,2,21,1,04,Lost
2009,603,3,60168,SEA VIEW,2009-07-29,210,345731,710,3,46,7,24,1,1,04,Lost
2015,603,2,14796,MAGIA,2015-07-26,207,345631,710,6,45,8,7,0,1,04,Lost
2e3,603,2,18613,CHARLES T,2000-08-18,231,345631,710,1,44,14,12,0,1,04,Lost
2009,603,2,26017,IDA-JUNE,2009-08-01,213,345631,710,11,45,7,17,0,1,04,Lost
2012,603,2,26017,IDA JUNE,2012-07-26,208,345631,710,3,46,24,3,0,1,04,Lost
2018,603,2,57935,kaia,2018-08-08,220,345701,710,8,43,15,6,8,1,04,Lost
2015,603,2,14796,MAGIA,2015-07-26,207,345701,710,7,43,13,21,0,1,04,Lost
2009,603,2,26017,IDA-JUNE,2009-08-03,215,345631,710,15,44,0,21,0,2,04,Lost
2009,603,2,26017,IDA-JUNE,2009-08-01,213,345631,710,11,46,10,8,0,1,04,Lost
2017,603,2,57935,Kaia,2017-08-02,214,345701,710,7,45,5,0,31,1,04,Lost
2011,603,1,59497,PACIFIC DAWN,2011-07-28,209,345631,710,8,45,11,9,2,1,04,Lost
2008,603,1,33468,MASONIC,2008-08-09,222,345603,710,7,44,7,22,0,1,04,Lost
2015,603,2,14796,MAGIA,2015-07-27,208,345701,710,8,45,12,16,1,2,04,Lost
2005,603,1,33468,MASONIC,2005-08-01,213,345631,710,13,43,13,13,0,1,04,Lost
2017,603,2,57935,Kaia,2017-08-03,215,345701,710,8,46,19,0,2,2,04,Lost
1997,603,1,69054,KRUZOF,1997-08-07,219,345603,710,1,114,42,19,0,2,04,Lost
2013,603,2,33468,MASONIC,2013-08-01,213,345701,710,9,40,5,25,0,1,04,Lost
2002,603,1,26017,IDA JUNE,2002-08-14,226,345631,710,5,45,8,8,1,2,04,Lost
1999,603,1,18613,CHARLES T,1999-08-17,229,345631,710,8,78,16,40,2,2,04,Lost
2e3,603,2,18613,CHARLES T,2000-08-20,233,345631,710,4,45,8,10,0,1,04,Lost
2011,603,2,57935,KAIA,2011-07-28,209,345701,710,11,45,4,16,0,1,04,Lost
2015,603,3,57935,KAIA,2015-07-28,209,345701,710,13,44,26,1,3,1,04,Lost
2002,603,3,55900,ARCHANGEL,2002-08-17,229,345701,710,10,44,8,18,0,1,04,Lost
2018,603,1,33468,Masonic,2018-08-06,218,345631,710,3,45,16,10,1,1,04,Lost
1997,603,1,69054,KRUZOF,1997-08-11,223,345631,710,13,120,23,60,0,1,04,Lost
2016,603,2,58282,Marilyn J,2016-07-27,209,345631,710,3,44,10,14,1,1,04,Lost
2013,603,1,58282,COBRA,2013-08-01,213,345631,710,4,44,5,32,3,1,04,Lost
2010,603,3,60168,SEAVIEW,2010-08-02,214,345731,710,6,45,2,27,0,1,04,Lost
1998,603,2,18613,CHARLES T,1998-08-15,227,345701,710,7,74,23,30,0,1,04,Lost
2010,603,1,33468,MASONIC,2010-08-05,217,345603,710,14,46,4,7,1,2,04,Lost
2010,603,3,60168,SEAVIEW,2010-08-02,214,345731,710,6,44,2,21,0,1,04,Lost
1999,603,2,26017,IDA JUNE,1999-08-22,234,345731,710,19,95,23,34,0,3,04,Lost
2015,603,3,57935,KAIA,2015-07-25,206,345731,710,4,46,4,29,0,1,04,Lost
2016,603,2,58282,Marilyn J,2016-07-29,211,345701,710,8,45,18,3,0,1,04,Lost
2003,603,2,26017,IDA JUNE,2003-08-07,219,345631,710,12,45,11,14,0,3,04,Lost
2011,603,2,57935,KAIA,2011-07-30,211,345701,710,15,45,2,21,3,1,04,Lost
2002,603,2,18613,CHARLES T,2002-08-15,227,345631,710,4,45,6,11,0,1,04,Lost
2013,603,3,57935,KAIA,2013-07-31,212,345731,710,8,45,9,23,1,2,04,Lost
2007,603,1,33468,MASONIC,2007-08-06,218,345603,710,4,43,7,24,2,2,04,Lost
2015,603,1,33468,MASONIC,2015-07-25,206,345631,710,4,42,5,11,6,1,04,Lost
2016,603,1,33468,Masonic,2016-07-28,210,345631,710,7,48,6,27,3,1,04,Lost
2010,603,1,33468,MASONIC,2010-08-01,213,345631,710,2,45,16,4,1,2,04,Lost
2008,603,3,60168,SEA VIEW,2008-08-08,221,345731,710,6,45,3,15,0,2,04,Lost
2013,603,3,57935,KAIA,2013-07-31,212,345731,710,9,45,9,18,1,2,04,Lost
2015,603,2,14796,MAGIA,2015-07-26,207,345631,710,6,47,4,17,1,1,04,Lost
2008,603,3,60168,SEA VIEW,2008-08-09,222,345731,710,7,44,9,21,3,1,04,Lost
2017,603,1,33468,Masonic,2017-08-04,216,345603,710,12,45,9,17,4,1,04,Lost
2015,603,2,14796,MAGIA,2015-07-24,205,345631,710,2,45,12,10,0,2,04,Lost
2011,603,1,59497,PACIFIC DAWN,2011-07-26,207,345603,710,4,44,10,8,3,2,04,Lost
2013,603,1,58282,COBRA,2013-08-05,217,345603,710,14,45,27,2,1,3,04,Lost
2009,603,1,50842,SHERRIE MARIE,2009-08-02,214,345631,710,14,45,13,6,0,1,04,Lost
2013,603,3,57935,KAIA,2013-07-31,212,345731,710,9,45,2,29,0,1,04,Lost
2002,603,3,55900,ARCHANGEL,2002-08-15,227,345731,710,4,44,2,23,0,1,04,Lost
2016,603,2,58282,Marilyn J,2016-07-29,211,345701,710,8,44,11,9,0,2,04,Lost
2006,603,1,33468,MASONIC,2006-08-04,216,345631,710,8,45,6,15,4,1,04,Lost
2015,603,2,14796,MAGIA,2015-07-25,206,345631,710,4,47,12,8,0,2,04,Lost
1999,603,1,18613,CHARLES T,1999-08-21,233,345701,710,20,69,27,17,5,1,04,Lost
2011,603,1,59497,PACIFIC DAWN,2011-07-27,208,345603,710,6,44,8,20,3,2,04,Lost
2015,603,2,14796,MAGIA,2015-07-25,206,345631,710,4,45,11,9,1,2,04,Lost
2005,603,3,60168,SEA VIEW,2005-08-02,214,345701,710,15,44,3,31,0,1,04,Lost
2018,603,1,33468,Masonic,2018-08-05,217,345631,710,2,45,10,6,0,1,04,Lost
2013,603,1,58282,COBRA,2013-08-05,217,345603,710,13,45,21,3,0,1,04,Lost
2013,603,2,33468,MASONIC,2013-07-31,212,345701,710,4,45,3,5,10,2,04,Lost
2017,603,1,33468,Masonic,2017-08-04,216,345603,710,12,44,5,27,0,1,04,Lost
2007,603,1,33468,MASONIC,2007-08-07,219,345603,710,7,47,26,7,3,2,04,Lost
2006,603,3,60168,SEA VIEW,2006-08-04,216,345731,710,7,40,1,19,13,1,04,Lost
2014,603,2,14796,MAGIA,2014-08-05,217,345701,710,11,43,5,16,0,1,04,Lost
1999,603,1,18613,CHARLES T,1999-08-18,230,345631,710,10,76,35,14,3,1,04,Lost
2010,603,1,33468,MASONIC,2010-08-04,216,345603,710,8,44,13,2,0,2,04,Lost
2012,603,1,33468,MASONIC,2012-07-29,211,345603,710,13,45,14,14,0,2,04,Lost
2016,603,3,57935,Kaia,2016-07-30,212,345701,710,12,46,13,9,1,1,04,Lost
2014,603,2,14796,MAGIA,2014-08-05,217,345701,710,12,45,10,20,0,1,04,Lost
1997,603,1,69054,KRUZOF,1997-08-10,222,345631,710,10,128,69,24,0,1,04,Lost
2007,603,1,33468,MASONIC,2007-08-07,219,345631,710,8,85,32,27,7,1,04,Lost
2009,603,2,26017,IDA-JUNE,2009-07-30,211,345701,710,5,46,8,18,7,1,04,Lost
2006,603,2,18613,CHARLES T,2006-08-03,215,345631,710,3,45,1,20,0,1,04,Lost
2007,603,1,33468,MASONIC,2007-08-08,220,345631,710,9,48,10,19,5,1,04,Lost
2006,603,1,33468,MASONIC,2006-08-06,218,345631,710,13,46,19,7,3,2,04,Lost
2016,603,3,57935,Kaia,2016-07-28,210,345731,710,7,45,22,14,1,1,04,Lost
2007,603,1,33468,MASONIC,2007-08-08,220,345631,710,10,44,7,17,1,3,04,Lost
2010,603,2,26017,IDA JUNE,2010-08-02,214,345701,710,4,47,3,20,2,1,04,Lost
2004,603,1,33468,MASONIC,2004-08-07,220,345631,710,8,46,13,0,12,1,04,Lost
2012,603,2,26017,IDA JUNE,2012-07-27,209,345701,710,7,42,1,18,0,3,04,Lost
2013,603,3,57935,KAIA,2013-07-29,210,345731,710,3,43,3,20,0,1,04,Lost
1998,603,1,67161,OCEAN CAPE,1998-08-13,225,345631,710,2,187,66,34,12,4,04,Lost
2010,603,2,26017,IDA JUNE,2010-08-04,216,345701,710,9,46,11,22,0,1,04,Lost
2013,603,2,33468,MASONIC,2013-07-31,212,345701,710,4,43,9,15,1,1,04,Lost
2010,603,1,33468,MASONIC,2010-08-04,216,345603,710,10,44,13,16,0,2,04,Lost
2013,603,2,33468,MASONIC,2013-08-02,214,345631,710,11,44,17,6,1,2,04,Lost
2013,603,2,33468,MASONIC,2013-08-02,214,345631,710,13,42,6,15,0,3,04,Lost
2001,603,2,18613,CHARLES T,2001-08-11,223,345701,710,10,45,6,22,0,1,04,Lost
2012,603,2,26017,IDA JUNE,2012-07-28,210,345701,710,8,44,7,15,0,2,04,Lost
2e3,603,3,26017,IDA-JUNE,2000-08-19,232,345731,710,11,45,15,11,0,2,04,Lost
2015,603,1,33468,MASONIC,2015-07-28,209,345603,710,13,45,13,12,0,1,04,Lost
2013,603,3,57935,KAIA,2013-07-31,212,345731,710,7,45,10,13,2,1,04,Lost
2009,603,1,50842,SHERRIE MARIE,2009-08-02,214,345631,710,11,44,14,9,5,1,04,Lost
2013,603,3,57935,KAIA,2013-08-02,214,345701,710,13,42,5,17,1,1,04,Lost
2015,603,2,14796,MAGIA,2015-07-24,205,345631,710,1,45,8,14,1,1,04,Lost
2015,603,3,57935,KAIA,2015-07-28,209,345731,710,12,47,4,23,0,1,04,Lost
2001,603,2,18613,CHARLES T,2001-08-12,224,345701,710,12,45,22,1,0,1,04,Lost
2004,603,3,NA,ARCHANGEL,2004-08-10,223,345731,710,15,44,8,16,6,1,04,Lost
2016,603,1,33468,Masonic,2016-07-30,212,345603,710,12,45,2,32,0,1,04,Lost
1997,603,1,69054,KRUZOF,1997-08-07,219,345603,710,2,112,58,28,0,1,04,Lost
2010,603,1,33468,MASONIC,2010-08-02,214,345631,710,5,46,7,14,0,1,04,Lost
2003,603,1,33468,MASONIC,2003-08-07,219,345603,710,12,44,11,11,0,3,04,Lost
2002,603,1,26017,IDA JUNE,2002-08-14,226,345631,710,4,45,11,14,0,1,04,Lost
